Ore Name,ItemStack,Item ID,Display Name,Wildcard
dyeCeramicOrange,1xitem.mfr.ceramicdye@1,MineFactoryReloaded:ceramicdye,陶瓷颜料(橙色),false
dyeCeramicPink,1xitem.mfr.ceramicdye@6,MineFactoryReloaded:ceramicdye,陶瓷颜料(粉色),false
dyeCeramicPurple,1xitem.mfr.ceramicdye@10,MineFactoryReloaded:ceramicdye,陶瓷颜料(紫色),false
dyeCeramicRed,1xitem.mfr.ceramicdye@14,MineFactoryReloaded:ceramicdye,陶瓷颜料(红色),false
dyeCeramicWhite,1xitem.mfr.ceramicdye@0,MineFactoryReloaded:ceramicdye,陶瓷颜料(白色),false
dyeCeramicYellow,1xitem.mfr.ceramicdye@4,MineFactoryReloaded:ceramicdye,陶瓷颜料(黄色),false
dyeCyan,1xitem.dyePowder@6,minecraft:dye,青色染料,false
dyeCyan,1xitem.dye@9,Botania:dye,青色花粉,false
dyeCyan,1xitem.projectred.exploration.lilyseed@9,ProjRed|Exploration:projectred.exploration.lilyseed,青百合花种子,false
dyeGray,1xitem.dyePowder@8,minecraft:dye,灰色染料,false
dyeGray,1xitem.dye@7,Botania:dye,灰色花粉,false
dyeGray,1xitem.projectred.exploration.lilyseed@7,ProjRed|Exploration:projectred.exploration.lilyseed,灰色百合花种子,false
dyeGreen,1xitem.dyePowder@2,minecraft:dye,仙人掌绿,false
dyeGreen,1xitem.dye@13,Botania:dye,绿色花粉,false
dyeGreen,1xitem.projectred.exploration.lilyseed@13,ProjRed|Exploration:projectred.exploration.lilyseed,绿百合花种子,false
dyeLightBlue,1xitem.dyePowder@12,minecraft:dye,淡蓝色染料,false
dyeLightBlue,1xitem.dye@3,Botania:dye,淡蓝色花粉,false
dyeLightBlue,1xitem.projectred.exploration.lilyseed@3,ProjRed|Exploration:projectred.exploration.lilyseed,淡蓝百合花种子,false
dyeLightGray,1xitem.dyePowder@7,minecraft:dye,淡灰色染料,false
dyeLightGray,1xitem.dye@8,Botania:dye,淡灰色花粉,false
dyeLightGray,1xitem.projectred.exploration.lilyseed@8,ProjRed|Exploration:projectred.exploration.lilyseed,淡灰百合花种子,false
dyeLime,1xitem.dyePowder@10,minecraft:dye,黄绿色染料,false
dyeLime,1xitem.dye@5,Botania:dye,黄绿色花粉,false
dyeLime,1xitem.projectred.exploration.lilyseed@5,ProjRed|Exploration:projectred.exploration.lilyseed,黄绿百合花种子,false
dyeMagenta,1xitem.dyePowder@13,minecraft:dye,品红色染料,false
dyeMagenta,1xitem.dye@2,Botania:dye,品红色花粉,false
dyeMagenta,1xitem.projectred.exploration.lilyseed@2,ProjRed|Exploration:projectred.exploration.lilyseed,品红百合花种子,false
dyeOrange,1xitem.dyePowder@14,minecraft:dye,橙色染料,false
dyeOrange,1xitem.dye@1,Botania:dye,橙色花粉,false
dyeOrange,1xitem.projectred.exploration.lilyseed@1,ProjRed|Exploration:projectred.exploration.lilyseed,橙百合花种子,false
dyePink,1xitem.dyePowder@9,minecraft:dye,粉红色染料,false
dyePink,1xitem.dye@6,Botania:dye,粉色花粉,false
dyePink,1xitem.projectred.exploration.lilyseed@6,ProjRed|Exploration:projectred.exploration.lilyseed,粉色百合花种子,false
dyePurple,1xitem.dyePowder@5,minecraft:dye,紫色染料,false
dyePurple,1xitem.dye@10,Botania:dye,紫色花粉,false
dyePurple,1xitem.projectred.exploration.lilyseed@10,ProjRed|Exploration:projectred.exploration.lilyseed,紫百合花种子,false
dyeRed,1xitem.dyePowder@1,minecraft:dye,玫瑰红,false
dyeRed,1xitem.dye@14,Botania:dye,红色花粉,false
dyeRed,1xitem.projectred.exploration.lilyseed@14,ProjRed|Exploration:projectred.exploration.lilyseed,红百合花种子,false
dyeWhite,1xitem.dyePowder@15,minecraft:dye,骨粉,false
dyeWhite,1xitem.dye@0,Botania:dye,白色花粉,false
dyeWhite,1xitem.projectred.exploration.lilyseed@0,ProjRed|Exploration:projectred.exploration.lilyseed,白百合花种子,false
dyeYellow,1xitem.dyePowder@11,minecraft:dye,蒲公英黄,false
dyeYellow,1xitem.dye@4,Botania:dye,黄色花粉,false
dyeYellow,1xitem.thermalfoundation.material@16,ThermalFoundation:material,硫磺,false
dyeYellow,1xitem.projectred.exploration.lilyseed@4,ProjRed|Exploration:projectred.exploration.lilyseed,黄百合花种子,false
elvenDragonstone,1xitem.manaResource@9,Botania:manaResource,龙石,false
elvenPixieDust,1xitem.manaResource@8,Botania:manaResource,精灵尘,false
eternalLifeEssence,1xitem.manaResource@5,Botania:manaResource,盖亚之魂,false
fabricHemp,1xitem.ImmersiveEngineering.material@4,ImmersiveEngineering:material,坚韧布料,false
fenceAluminum,1xtile.ImmersiveEngineering.metalDecoration@12,ImmersiveEngineering:metalDecoration,铝栅栏,false
fenceSteel,1xtile.ImmersiveEngineering.metalDecoration@0,ImmersiveEngineering:metalDecoration,钢栅栏,false
fertilizer,1xitem.mfr.fertilizer@0,MineFactoryReloaded:fertilizer,工业肥料,false
fertilizer,1xitem.thermalexpansion.material@516,ThermalExpansion:material,堆肥,false
fertilizer,1xitem.thermalexpansion.material@517,ThermalExpansion:material,富集堆肥,false
fertilizerOrganic,1xitem.mfr.fertilizer@0,MineFactoryReloaded:fertilizer,工业肥料,false
fertilizerRich,1xitem.thermalexpansion.material@517,ThermalExpansion:material,富集堆肥,false
fishtrapBait,1xitem.fishtrapbaitItem@0,harvestcraft:fishtrapbaitItem,鱼饵,false
flintRod,1xitem.tconstruct.ToolRod@3,TConstruct:toolRod,燧石手柄,false
flourEqualswheat,1xitem.wheat@0,minecraft:wheat,小麦,false
flourEqualswheat,1xitem.flourItem@0,harvestcraft:flourItem,面粉,false
flowerRed,1xtile.flower2@0,minecraft:red_flower,罂粟,false
flowerYellow,1xtile.flower1@0,minecraft:yellow_flower,蒲公英,false
foodAlmondbutter,1xitem.almondbutterItem@0,harvestcraft:almondbutterItem,扁桃仁酱,false
foodAnchovyraw,1xitem.anchovyrawItem@0,harvestcraft:anchovyrawItem,生鳀鱼,false
foodApplecider,1xitem.appleciderItem@0,harvestcraft:appleciderItem,苹果酒,false
foodApplejelly,1xitem.applejellyItem@0,harvestcraft:applejellyItem,苹果果酱,false
foodApplejellysandwich,1xitem.applejellysandwichItem@0,harvestcraft:applejellysandwichItem,苹果果酱三明治,false
foodApplejuice,1xitem.applejuiceItem@0,harvestcraft:applejuiceItem,苹果汁,false
foodApplepie,1xitem.applepieItem@0,harvestcraft:applepieItem,苹果派,false
foodApplesauce,1xitem.applesauceItem@0,harvestcraft:applesauceItem,苹果酱,false
foodApplesmoothie,1xitem.applesmoothieItem@0,harvestcraft:applesmoothieItem,苹果冰沙,false
foodAppleyogurt,1xitem.appleyogurtItem@0,harvestcraft:appleyogurtItem,苹果酸奶,false
foodApricotglazedpork,1xitem.apricotglazedporkItem@0,harvestcraft:apricotglazedporkItem,杏釉猪肉,false
foodApricotjelly,1xitem.apricotjellyItem@0,harvestcraft:apricotjellyItem,杏子果酱,false
foodApricotjellysandwich,1xitem.apricotjellysandwichItem@0,harvestcraft:apricotjellysandwichItem,杏子果酱三明治,false
foodApricotjuice,1xitem.apricotjuiceItem@0,harvestcraft:apricotjuiceItem,杏子汁,false
foodApricotsmoothie,1xitem.apricotsmoothieItem@0,harvestcraft:apricotsmoothieItem,杏子冰沙,false
foodApricotyogurt,1xitem.apricotyogurtItem@0,harvestcraft:apricotyogurtItem,杏子酸奶,false
foodAsparagusquiche,1xitem.asparagusquicheItem@0,harvestcraft:asparagusquicheItem,芦笋乳蛋饼,false
foodAsparagussoup,1xitem.asparagussoupItem@0,harvestcraft:asparagussoupItem,芦笋汤,false
foodAvocadoburrito,1xitem.avocadoburritoItem@0,harvestcraft:avocadoburritoItem,鳄梨玉米煎饼,false
foodBaconcheeseburger,1xitem.baconcheeseburgerItem@0,harvestcraft:baconcheeseburgerItem,培根芝士汉堡,false
foodBaconmushroomburger,1xitem.baconmushroomburgerItem@0,harvestcraft:baconmushroomburgerItem,培根蘑菇堡,false
foodBaconwrappeddates,1xitem.baconwrappeddatesItem@0,harvestcraft:baconwrappeddatesItem,培根包枣椰,false
foodBakedbeans,1xitem.bakedbeansItem@0,harvestcraft:bakedbeansItem,烘豆,false
foodBakedbeets,1xitem.bakedbeetsItem@0,harvestcraft:bakedbeetsItem,烤甜菜,false
foodBakedham,1xitem.bakedhamItem@0,harvestcraft:bakedhamItem,烤火腿,false
foodBakedturnips,1xitem.bakedturnipsItem@0,harvestcraft:bakedturnipsItem,烤芜菁,false
foodBaklava,1xitem.baklavaItem@0,harvestcraft:baklavaItem,果仁蜜饼,false
foodBamboosteamedrice,1xitem.bamboosteamedriceItem@0,harvestcraft:bamboosteamedriceItem,竹筒蒸米,false
foodBananajuice,1xitem.bananajuiceItem@0,harvestcraft:bananajuiceItem,香蕉汁,false
foodBananamilkshake,1xitem.bananamilkshakeItem@0,harvestcraft:bananamilkshakeItem,香蕉奶昔,false
foodBanananutbread,1xitem.banananutbreadItem@0,harvestcraft:banananutbreadItem,香蕉坚果面包,false
foodBananasmoothie,1xitem.bananasmoothieItem@0,harvestcraft:bananasmoothieItem,香蕉冰沙,false
foodBananasplit,1xitem.bananasplitItem@0,harvestcraft:bananasplitItem,香蕉圣代,false
foodBananayogurt,1xitem.bananayogurtItem@0,harvestcraft:bananayogurtItem,香蕉酸奶,false
foodBangersandmash,1xitem.bangersandmashItem@0,harvestcraft:bangersandmashItem,香肠土豆泥,false
foodBassraw,1xitem.bassrawItem@0,harvestcraft:bassrawItem,生鲈鱼,false
foodBatter,1xitem.batterItem@0,harvestcraft:batterItem,面糊,false
foodBatteredsausage,1xitem.batteredsausageItem@0,harvestcraft:batteredsausageItem,炸香肠,false
foodBbqpulledpork,1xitem.bbqpulledporkItem@0,harvestcraft:bbqpulledporkItem,烧烤猪肉,false
foodBeanburrito,1xitem.beanburritoItem@0,harvestcraft:beanburritoItem,豆玉米煎饼,false
foodBeansandrice,1xitem.beansandriceItem@0,harvestcraft:beansandriceItem,大豆饭,false
foodBeansontoast,1xitem.beansontoastItem@0,harvestcraft:beansontoastItem,茄汁豆吐司,false
foodBeefjerky,1xitem.beefjerkyItem@0,harvestcraft:beefjerkyItem,牛肉干,false
foodBeefwellington,1xitem.beefwellingtonItem@0,harvestcraft:beefwellingtonItem,威灵顿牛排,false
foodBeetburger,1xitem.beetburgerItem@0,harvestcraft:beetburgerItem,甜菜汉堡,false
foodBeetsalad,1xitem.beetsaladItem@0,harvestcraft:beetsaladItem,甜菜沙拉,false
foodBeetsoup,1xitem.beetsoupItem@0,harvestcraft:beetsoupItem,甜菜汤,false
foodBiscuit,1xitem.biscuitItem@0,harvestcraft:biscuitItem,烤软饼,false
foodBlackberrycobbler,1xitem.blackberrycobblerItem@0,harvestcraft:blackberrycobblerItem,黑莓馅饼,false
foodBlackberryjelly,1xitem.blackberryjellyItem@0,harvestcraft:blackberryjellyItem,黑莓果酱,false
foodBlackberryjellysandwich,1xitem.blackberryjellysandwichItem@0,harvestcraft:blackberryjellysandwichItem,黑莓果酱三明治,false
foodBlackberryjuice,1xitem.blackberryjuiceItem@0,harvestcraft:blackberryjuiceItem,黑莓汁,false
foodBlackberrysmoothie,1xitem.blackberrysmoothieItem@0,harvestcraft:blackberrysmoothieItem,黑莓冰沙,false
foodBlackberryyogurt,1xitem.blackberryyogurtItem@0,harvestcraft:blackberryyogurtItem,黑莓酸奶,false
foodBlackpepper,1xitem.blackpepperItem@0,harvestcraft:blackpepperItem,黑胡椒,false
foodBlt,1xitem.bltItem@0,harvestcraft:bltItem,培根生菜番茄三明治,false
foodBlueberryjelly,1xitem.blueberryjellyItem@0,harvestcraft:blueberryjellyItem,蓝莓果酱,false
foodBlueberryjellysandwich,1xitem.blueberryjellysandwichItem@0,harvestcraft:blueberryjellysandwichItem,蓝莓果酱三明治,false
foodBlueberryjuice,1xitem.blueberryjuiceItem@0,harvestcraft:blueberryjuiceItem,蓝莓汁,false
foodBlueberrymuffin,1xitem.blueberrymuffinItem@0,harvestcraft:blueberrymuffinItem,蓝莓松糕,false
foodBlueberrypancakes,1xitem.blueberrypancakesItem@0,harvestcraft:blueberrypancakesItem,蓝莓煎饼,false
foodBlueberrypie,1xitem.blueberrypieItem@0,harvestcraft:blueberrypieItem,蓝莓派,false
foodBlueberrysmoothie,1xitem.blueberrysmoothieItem@0,harvestcraft:blueberrysmoothieItem,蓝莓冰沙,false
foodBlueberryyogurt,1xitem.blueberryyogurtItem@0,harvestcraft:blueberryyogurtItem,蓝莓酸奶,false
foodBoiledegg,1xitem.boiledeggItem@0,harvestcraft:boiledeggItem,水煮鸡蛋,false
foodBraisedonions,1xitem.braisedonionsItem@0,harvestcraft:braisedonionsItem,炖洋葱,false
foodBread,1xitem.bread@0,minecraft:bread,面包,false
foodBreadedporkchop,1xitem.breadedporkchopItem@0,harvestcraft:breadedporkchopItem,猪排面包,false
foodBroccolimac,1xitem.broccolimacItem@0,harvestcraft:broccolimacItem,西兰花意粉,false
foodBroccolindip,1xitem.broccolindipItem@0,harvestcraft:broccolindipItem,蘸酱西兰花,false
foodBrownie,1xitem.brownieItem@0,harvestcraft:brownieItem,核仁巧克力饼,false
foodBubblywater,1xitem.bubblywaterItem@0,harvestcraft:bubblywaterItem,苏打水,false
foodButter,1xitem.butterItem@0,harvestcraft:butterItem,黄油,false
foodButteredpotato,1xitem.butteredpotatoItem@0,harvestcraft:butteredpotatoItem,奶油土豆,false
foodCactusfruitjuice,1xitem.cactusfruitjuiceItem@0,harvestcraft:cactusfruitjuiceItem,仙人掌果汁,false
foodCactussoup,1xitem.cactussoupItem@0,harvestcraft:cactussoupItem,仙人掌汤,false
foodCalamaricooked,1xitem.calamaricookedItem@0,harvestcraft:calamaricookedItem,熟鱿鱼,false
foodCalamariraw,1xitem.calamarirawItem@0,harvestcraft:calamarirawItem,生鱿鱼,false
foodCaliforniaroll,1xitem.californiarollItem@0,harvestcraft:californiarollItem,加州卷,false
foodCandiedginger,1xitem.candiedgingerItem@0,harvestcraft:candiedgingerItem,香甜姜糖,false
foodCandiedlemon,1xitem.candiedlemonItem@0,harvestcraft:candiedlemonItem,柠檬干,false
foodCandiedsweetpotatoes,1xitem.candiedsweetpotatoesItem@0,harvestcraft:candiedsweetpotatoesItem,蜜汁红薯,false
foodCandiedwalnuts,1xitem.candiedwalnutsItem@0,harvestcraft:candiedwalnutsItem,蜜汁核桃,false
foodCaramel,1xitem.caramelItem@0,harvestcraft:caramelItem,焦糖,false
foodCaramelapple,1xitem.caramelappleItem@0,harvestcraft:caramelappleItem,焦糖苹果,false
foodCaramelicecream,1xitem.caramelicecreamItem@0,harvestcraft:caramelicecreamItem,焦糖冰淇淋,false
foodCarpraw,1xitem.carprawItem@0,harvestcraft:carprawItem,生鲤鱼,false
foodCarrotcake,1xitem.carrotcakeItem@0,harvestcraft:carrotcakeItem,胡萝卜蛋糕,false
foodCarrotjuice,1xitem.carrotjuiceItem@0,harvestcraft:carrotjuiceItem,胡萝卜汁,false
foodCarrotsoup,1xitem.carrotsoupItem@0,harvestcraft:carrotsoupItem,胡萝卜汤,false
foodCashewbutter,1xitem.cashewbutterItem@0,harvestcraft:cashewbutterItem,腰果酱,false
foodCashewchicken,1xitem.cashewchickenItem@0,harvestcraft:cashewchickenItem,腰果鸡,false
foodCatfishraw,1xitem.catfishrawItem@0,harvestcraft:catfishrawItem,生鲶鱼,false
foodCeasarsalad,1xitem.ceasarsaladItem@0,harvestcraft:ceasarsaladItem,凯撒沙拉,false
foodCeleryandpeanutbutter,1xitem.celeryandpeanutbutterItem@0,harvestcraft:celeryandpeanutbutterItem,花生酱芹菜,false
foodCelerysoup,1xitem.celerysoupItem@0,harvestcraft:celerysoupItem,芹菜汤,false
foodChaitea,1xitem.chaiteaItem@0,harvestcraft:chaiteaItem,印度香茶,false
foodChaoscookie,1xitem.chaoscookieItem@0,harvestcraft:chaoscookieItem,混沌饼干,false
foodCharrraw,1xitem.charrrawItem@0,harvestcraft:charrrawItem,生嘉鱼,false
foodCheese,1xitem.cheeseItem@0,harvestcraft:cheeseItem,芝士,false
foodCheeseburger,1xitem.cheeseburgerItem@0,harvestcraft:cheeseburgerItem,芝士汉堡,false
foodCheesecake,1xitem.cheesecakeItem@0,harvestcraft:cheesecakeItem,奶酪蛋糕,false
foodCheeseontoast,1xitem.cheeseontoastItem@0,harvestcraft:cheeseontoastItem,干酪土司,false
foodCherrycheesecake,1xitem.cherrycheesecakeItem@0,harvestcraft:cherrycheesecakeItem,樱桃奶酪蛋糕,false
foodCherrycoconutchocolatebar,1xitem.cherrycoconutchocolatebarItem@0,harvestcraft:cherrycoconutchocolatebarItem,樱桃椰子巧克力棒,false
foodCherryicecream,1xitem.cherryicecreamItem@0,harvestcraft:cherryicecreamItem,樱桃冰淇淋,false
foodCherryjelly,1xitem.cherryjellyItem@0,harvestcraft:cherryjellyItem,樱桃果酱,false
foodCherryjellysandwich,1xitem.cherryjellysandwichItem@0,harvestcraft:cherryjellysandwichItem,樱桃果酱三明治,false
foodCherryjuice,1xitem.cherryjuiceItem@0,harvestcraft:cherryjuiceItem,樱桃汁,false
foodCherrypie,1xitem.cherrypieItem@0,harvestcraft:cherrypieItem,樱桃派,false
foodCherrysmoothie,1xitem.cherrysmoothieItem@0,harvestcraft:cherrysmoothieItem,樱桃冰沙,false
foodCherrysoda,1xitem.cherrysodaItem@0,harvestcraft:cherrysodaItem,樱桃汽水,false
foodCherryyogurt,1xitem.cherryyogurtItem@0,harvestcraft:cherryyogurtItem,樱桃酸奶,false
foodChestnutbutter,1xitem.chestnutbutterItem@0,harvestcraft:chestnutbutterItem,板栗酱,false
foodChickencelerycasserole,1xitem.chickencelerycasseroleItem@0,harvestcraft:chickencelerycasseroleItem,芹菜鸡肉砂锅菜,false
foodChickencurry,1xitem.chickencurryItem@0,harvestcraft:chickencurryItem,咖喱鸡,false
foodChickengumbo,1xitem.chickengumboItem@0,harvestcraft:chickengumboItem,秋葵烩鸡,false
foodChickennoodlesoup,1xitem.chickennoodlesoupItem@0,harvestcraft:chickennoodlesoupItem,鸡肉面条汤,false
foodChickenparmasan,1xitem.chickenparmasanItem@0,harvestcraft:chickenparmasanItem,意式帕尔马烤鸡,false
foodChickenpotpie,1xitem.chickenpotpieItem@0,harvestcraft:chickenpotpieItem,鸡肉派,false
foodChickensandwich,1xitem.chickensandwichItem@0,harvestcraft:chickensandwichItem,鸡肉三明治,false
foodChikoroll,1xitem.chikorollItem@0,harvestcraft:chikorollItem,澳式春卷,false
foodChili,1xitem.chiliItem@0,harvestcraft:chiliItem,辣椒酱,false
foodChilichocolate,1xitem.chilichocolateItem@0,harvestcraft:chilichocolateItem,辣椒巧克力,false
foodChilipoppers,1xitem.chilipoppersItem@0,harvestcraft:chilipoppersItem,辣椒卷,false
foodChocolatebar,1xitem.chocolatebarItem@0,harvestcraft:chocolatebarItem,巧克力棒,false
foodChocolatecaramelfudge,1xitem.chocolatecaramelfudgeItem@0,harvestcraft:chocolatecaramelfudgeItem,巧克力焦糖,false
foodChocolatecherry,1xitem.chocolatecherryItem@0,harvestcraft:chocolatecherryItem,巧克力樱桃,false
foodChocolatecookie,1xitem.chocolatebaconItem@0,harvestcraft:chocolatebaconItem,巧克力培根,false
foodChocolatedonut,1xitem.chocolatedonutItem@0,harvestcraft:chocolatedonutItem,巧克力甜甜圈,false
foodChocolateicecream,1xitem.chocolateicecreamItem@0,harvestcraft:chocolateicecreamItem,巧克力冰淇淋,false
foodChocolatemilk,1xitem.chocolatemilkItem@0,harvestcraft:chocolatemilkItem,巧克力牛奶,false
foodChocolatemilkshake,1xitem.chocolatemilkshakeItem@0,harvestcraft:chocolatemilkshakeItem,巧克力奶昔,false
foodChocolateroll,1xitem.chocolaterollItem@0,harvestcraft:chocolaterollItem,巧克力蛋卷,false
foodChocolatesprinklecake,1xitem.chocolatesprinklecakeItem@0,harvestcraft:chocolatesprinklecakeItem,巧克力蛋糕,false
foodChocolatestrawberry,1xitem.chocolatestrawberryItem@0,harvestcraft:chocolatestrawberryItem,巧克力草莓,false
foodChocolateyogurt,1xitem.chocolateyogurtItem@0,harvestcraft:chocolateyogurtItem,巧克力酸奶,false
foodCinnamonappleoatmeal,1xitem.cinnamonappleoatmealItem@0,harvestcraft:cinnamonappleoatmealItem,苹果味肉桂燕麦片,false
foodCinnamonroll,1xitem.cinnamonrollItem@0,harvestcraft:cinnamonrollItem,肉桂卷,false
foodCinnamonsugardonut,1xitem.cinnamonsugardonutItem@0,harvestcraft:cinnamonsugardonutItem,肉桂糖甜甜圈,false
foodCitrussalad,1xitem.citrussaladItem@0,harvestcraft:citrussaladItem,柑橘沙拉,false
foodClamcooked,1xitem.clamcookedItem@0,harvestcraft:clamcookedItem,熟蛤蜊,false
foodClamraw,1xitem.clamrawItem@0,harvestcraft:clamrawItem,生蛤蜊,false
foodCocoapowder,1xitem.cocoapowderItem@0,harvestcraft:cocoapowderItem,可可粉,false
foodCoconutcream,1xitem.coconutcreamItem@0,harvestcraft:coconutcreamItem,椰奶,false
foodCoconutmilk,1xitem.coconutmilkItem@0,harvestcraft:coconutmilkItem,椰奶,false
foodCoconutshrimp,1xitem.coconutshrimpItem@0,harvestcraft:coconutshrimpItem,椰子虾,false
foodCoconutsmoothie,1xitem.coconutsmoothieItem@0,harvestcraft:coconutsmoothieItem,椰奶冰沙,false
foodCoconutyogurt,1xitem.coconutyogurtItem@0,harvestcraft:coconutyogurtItem,椰子酸奶,false
foodCoffee,1xitem.coffeeItem@0,harvestcraft:coffeeItem,一杯咖啡,false
foodCoffeeconleche,1xitem.coffeeconlecheItem@0,harvestcraft:coffeeconlecheItem,牛奶咖啡,false
foodColasoda,1xitem.colasodaItem@0,harvestcraft:colasodaItem,可乐汽水,false
foodColeslaw,1xitem.coleslawItem@0,harvestcraft:coleslawItem,凉拌卷心菜,false
foodColeslawburger,1xitem.coleslawburgerItem@0,harvestcraft:coleslawburgerItem,包菜汉堡,false
foodCornbread,1xitem.cornbreadItem@0,harvestcraft:cornbreadItem,玉米面包,false
foodCornflakes,1xitem.cornflakesItem@0,harvestcraft:cornflakesItem,玉米片,false
foodCornishpasty,1xitem.cornishpastyItem@0,harvestcraft:cornishpastyItem,康沃尔菜肉馅饼,false
foodCornmeal,1xitem.cornmealItem@0,harvestcraft:cornmealItem,玉米面,false
foodCornonthecob,1xitem.cornonthecobItem@0,harvestcraft:cornonthecobItem,玉米棒,false
foodCottagepie,1xitem.cottagepieItem@0,harvestcraft:cottagepieItem,农舍派,false
foodCrabcooked,1xitem.crabcookedItem@0,harvestcraft:crabcookedItem,熟螃蟹,false
foodCrabraw,1xitem.crabrawItem@0,harvestcraft:crabrawItem,生螃蟹,false
foodCracker,1xitem.crackerItem@0,harvestcraft:crackerItem,薄脆饼干,false
foodCranberrybar,1xitem.cranberrybarItem@0,harvestcraft:cranberrybarItem,蔓越莓棒,false
foodCranberryjelly,1xitem.cranberryjellyItem@0,harvestcraft:cranberryjellyItem,蔓越莓酱,false
foodCranberryjellysandwich,1xitem.cranberryjellysandwichItem@0,harvestcraft:cranberryjellysandwichItem,蔓越莓果酱三明治,false
foodCranberryjuice,1xitem.cranberryjuiceItem@0,harvestcraft:cranberryjuiceItem,蔓越莓汁,false
foodCranberrysauce,1xitem.cranberrysauceItem@0,harvestcraft:cranberrysauceItem,蔓越莓酱,false
foodCranberrysmoothie,1xitem.cranberrysmoothieItem@0,harvestcraft:cranberrysmoothieItem,蔓越莓冰沙,false
foodCranberryyogurt,1xitem.cranberryyogurtItem@0,harvestcraft:cranberryyogurtItem,蔓越莓酸奶,false
foodCrayfishcooked,1xitem.crayfishcookedItem@0,harvestcraft:crayfishcookedItem,熟龙虾,false
foodCrayfishraw,1xitem.crayfishrawItem@0,harvestcraft:crayfishrawItem,生龙虾,false
foodCreamcookie,1xitem.creamcookieItem@0,harvestcraft:creamcookieItem,奶油饼干,false
foodCreamedbroccolisoup,1xitem.creamedbroccolisoupItem@0,harvestcraft:creamedbroccolisoupItem,西兰花奶油汤,false
foodCreamedcorn,1xitem.creamedcornItem@0,harvestcraft:creamedcornItem,奶油玉米,false
foodCreamofavocadosoup,1xitem.creamofavocadosoupItem@0,harvestcraft:creamofavocadosoupItem,鳄梨奶油汤,false
foodCroissant,1xitem.croissantItem@0,harvestcraft:croissantItem,羊角面包,false
foodCucumbersalad,1xitem.cucumbersaladItem@0,harvestcraft:cucumbersaladItem,黄瓜沙拉,false
foodCucumbersoup,1xitem.cucumbersoupItem@0,harvestcraft:cucumbersoupItem,黄瓜汤,false
foodCurry,1xitem.curryItem@0,harvestcraft:curryItem,咖喱饭,false
foodCurrypowder,1xitem.currypowderItem@0,harvestcraft:currypowderItem,咖喱粉,false
foodCustard,1xitem.custardItem@0,harvestcraft:custardItem,奶油蛋羹,false
foodDamper,1xitem.damperItem@0,harvestcraft:damperItem,丹波面包,false
foodDatenutbread,1xitem.datenutbreadItem@0,harvestcraft:datenutbreadItem,椰枣坚果面包,false
foodDelightedmeal,1xitem.delightedmealItem@0,harvestcraft:delightedmealItem,开心乐园餐,false
foodDeluxecheeseburger,1xitem.deluxecheeseburgerItem@0,harvestcraft:deluxecheeseburgerItem,豪华芝士堡,false
foodDeluxechickencurry,1xitem.deluxechickencurryItem@0,harvestcraft:deluxechickencurryItem,豪华咖喱鸡,false
foodDimsum,1xitem.dimsumItem@0,harvestcraft:dimsumItem,点心,false
foodDonut,1xitem.donutItem@0,harvestcraft:donutItem,甜甜圈,false
foodDough,1xitem.doughItem@0,harvestcraft:doughItem,生面团,false
foodEelraw,1xitem.eelrawItem@0,harvestcraft:eelrawItem,生鳗鱼,false
foodEggnog,1xitem.eggnogItem@0,harvestcraft:eggnogItem,蛋酒,false
foodEggplantparm,1xitem.eggplantparmItem@0,harvestcraft:eggplantparmItem,茄子帕尔马意面,false
foodEggsalad,1xitem.eggsaladItem@0,harvestcraft:eggsaladItem,鸡蛋沙拉,false
foodEnergydrink,1xitem.energydrinkItem@0,harvestcraft:energydrinkItem,能量饮料,false
foodEpicbacon,1xitem.epicbaconItem@0,harvestcraft:epicbaconItem,史诗培根,false
foodEspresso,1xitem.espressoItem@0,harvestcraft:espressoItem,特浓咖啡,false
foodExtremechili,1xitem.extremechiliItem@0,harvestcraft:extremechiliItem,至尊辣椒酱,false
foodFairybread,1xitem.fairybreadItem@0,harvestcraft:fairybreadItem,仙女面包,false
foodFigbar,1xitem.figbarItem@0,harvestcraft:figbarItem,无花果馅饼,false
foodFigjelly,1xitem.figjellyItem@0,harvestcraft:figjellyItem,无花果酱,false
foodFigjellysandwich,1xitem.figjellysandwichItem@0,harvestcraft:figjellysandwichItem,无花果酱三明治,false
foodFigjuice,1xitem.figjuiceItem@0,harvestcraft:figjuiceItem,无花果汁,false
foodFigsmoothie,1xitem.figsmoothieItem@0,harvestcraft:figsmoothieItem,无花果冰沙,false
foodFigyogurt,1xitem.figyogurtItem@0,harvestcraft:figyogurtItem,无花果酸奶,false
foodFirmtofu,1xitem.firmtofuItem@0,harvestcraft:firmtofuItem,老豆腐,false
foodFishandchips,1xitem.fishandchipsItem@0,harvestcraft:fishandchipsItem,炸鱼薯条,false
foodFishdinner,1xitem.fishdinnerItem@0,harvestcraft:fishdinnerItem,鲜鱼晚宴,false
foodFishlettucewrap,1xitem.fishlettucewrapItem@0,harvestcraft:fishlettucewrapItem,鱼肉生菜卷,false
foodFishsandwich,1xitem.fishsandwichItem@0,harvestcraft:fishsandwichItem,鲜鱼三明治,false
foodFishsticks,1xitem.fishsticksItem@0,harvestcraft:fishsticksItem,炸鱼条,false
foodFishtaco,1xitem.fishtacoItem@0,harvestcraft:fishtacoItem,海鲜塔可饼,false
