Name,ID,Has Item,Mod,Class,Display Name
Botania:quartzSlabBlazeFull,606,true,Botania,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzSlab,烈焰石英台阶
Botania:quartzSlabLavenderHalf,607,true,Botania,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzSlab,熏香石英台阶
Botania:quartzSlabLavenderFull,608,true,Botania,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzSlab,熏香石英台阶
Botania:quartzSlabRedHalf,609,true,Botania,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzSlab,红色石英台阶
Botania:quartzSlabRedFull,610,true,Botania,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzSlab,红色石英台阶
Botania:quartzSlabElfHalf,611,true,Botania,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzSlab,精灵石英台阶
Botania:quartzSlabElfFull,612,true,Botania,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzSlab,精灵石英台阶
Botania:quartzSlabSunnyHalf,613,true,Botania,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzSlab,金黄石英台阶
Botania:quartzSlabSunnyFull,614,true,Botania,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzSlab,金黄石英台阶
Botania:livingwood0Slab,615,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockLivingwoodSlab,活木台阶
Botania:livingwood0SlabFull,616,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockLivingwoodSlab,活木台阶
Botania:livingwood1Slab,617,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockLivingwoodPlankSlab,活木板台阶
Botania:livingwood1SlabFull,618,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockLivingwoodPlankSlab,活木板台阶
Botania:livingrock0Slab,619,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockLivingrockSlab,活石台阶
Botania:livingrock0SlabFull,620,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockLivingrockSlab,活石台阶
Botania:livingrock1Slab,621,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockLivingrockBrickSlab,活石砖台阶
Botania:livingrock1SlabFull,622,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockLivingrockBrickSlab,活石砖台阶
Botania:dreamwood0Slab,623,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockDreamwoodSlab,梦之木台阶
Botania:dreamwood0SlabFull,624,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockDreamwoodSlab,梦之木台阶
Botania:dreamwood1Slab,625,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockDreamwoodPlankSlab,梦之木台阶
Botania:dreamwood1SlabFull,626,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockDreamwoodPlankSlab,梦之木台阶
Botania:reedBlock0Slab,627,true,Botania,vazkii.botania.common.block.decor.slabs.BlockReedSlab,甘蔗台阶
Botania:reedBlock0SlabFull,628,true,Botania,vazkii.botania.common.block.decor.slabs.BlockReedSlab,甘蔗台阶
Botania:thatch0Slab,629,true,Botania,vazkii.botania.common.block.decor.slabs.BlockThatchSlab,茅草台阶
Botania:thatch0SlabFull,630,true,Botania,vazkii.botania.common.block.decor.slabs.BlockThatchSlab,茅草台阶
Botania:prismarine0Slab,631,true,Botania,vazkii.botania.common.block.decor.slabs.prismarine.BlockPrismarineSlab,海晶石台阶
Botania:prismarine0SlabFull,632,true,Botania,vazkii.botania.common.block.decor.slabs.prismarine.BlockPrismarineSlab,海晶石台阶
Botania:prismarine1Slab,633,true,Botania,vazkii.botania.common.block.decor.slabs.prismarine.BlockPrismarineBrickSlab,海晶石砖台阶
Botania:prismarine1SlabFull,634,true,Botania,vazkii.botania.common.block.decor.slabs.prismarine.BlockPrismarineBrickSlab,海晶石砖台阶
Botania:prismarine2Slab,635,true,Botania,vazkii.botania.common.block.decor.slabs.prismarine.BlockDarkPrismarineSlab,深色海晶石台阶
Botania:prismarine2SlabFull,636,true,Botania,vazkii.botania.common.block.decor.slabs.prismarine.BlockDarkPrismarineSlab,深色海晶石台阶
Botania:customBrick0Slab,637,true,Botania,vazkii.botania.common.block.decor.slabs.bricks.BlockCustomBrickSlab,炼狱砖台阶
Botania:customBrick0SlabFull,638,true,Botania,vazkii.botania.common.block.decor.slabs.bricks.BlockCustomBrickSlab,炼狱砖台阶
Botania:customBrick1Slab,639,true,Botania,vazkii.botania.common.block.decor.slabs.bricks.BlockSoulBrickSlab,灵魂砖台阶
Botania:customBrick1SlabFull,640,true,Botania,vazkii.botania.common.block.decor.slabs.bricks.BlockSoulBrickSlab,灵魂砖台阶
Botania:customBrick2Slab,641,true,Botania,vazkii.botania.common.block.decor.slabs.bricks.BlockSnowBrickSlab,霜冻砖台阶
Botania:customBrick2SlabFull,642,true,Botania,vazkii.botania.common.block.decor.slabs.bricks.BlockSnowBrickSlab,霜冻砖台阶
Botania:customBrick3Slab,643,true,Botania,vazkii.botania.common.block.decor.slabs.bricks.BlockTileSlab,瓦块台阶
Botania:customBrick3SlabFull,644,true,Botania,vazkii.botania.common.block.decor.slabs.bricks.BlockTileSlab,瓦块台阶
Botania:dirtPath0Slab,645,true,Botania,vazkii.botania.common.block.decor.slabs.BlockDirtPathSlab,沙土台阶
Botania:dirtPath0SlabFull,646,true,Botania,vazkii.botania.common.block.decor.slabs.BlockDirtPathSlab,沙土台阶
Botania:endStoneBrick0Slab,647,true,Botania,vazkii.botania.common.block.decor.slabs.BlockEndStoneSlab,末地石砖台阶
Botania:endStoneBrick0SlabFull,648,true,Botania,vazkii.botania.common.block.decor.slabs.BlockEndStoneSlab,末地石砖台阶
Botania:endStoneBrick2Slab,649,true,Botania,vazkii.botania.common.block.decor.slabs.BlockEnderBrickSlab,末影石砖台阶
Botania:endStoneBrick2SlabFull,650,true,Botania,vazkii.botania.common.block.decor.slabs.BlockEnderBrickSlab,末影石砖台阶
Botania:shimmerrock0Slab,651,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockShimmerrockSlab,微光石台阶
Botania:shimmerrock0SlabFull,652,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockShimmerrockSlab,微光石台阶
Botania:shimmerwoodPlanks0Slab,653,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockShimmerwoodPlankSlab,微光木板台阶
Botania:shimmerwoodPlanks0SlabFull,654,true,Botania,vazkii.botania.common.block.decor.slabs.living.BlockShimmerwoodPlankSlab,微光木板台阶
Botania:biomeStoneA0Slab,655,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质森林石头台阶
Botania:biomeStoneA0SlabFull,656,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质森林石头台阶
Botania:biomeStoneA1Slab,657,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质平原石头台阶
Botania:biomeStoneA1SlabFull,658,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质平原石头台阶
Botania:biomeStoneA2Slab,659,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高山石头台阶
Botania:biomeStoneA2SlabFull,660,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高山石头台阶
Botania:biomeStoneA3Slab,661,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质菌丝石头台阶
Botania:biomeStoneA3SlabFull,662,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质菌丝石头台阶
Botania:biomeStoneA4Slab,663,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沼泽石头台阶
Botania:biomeStoneA4SlabFull,664,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沼泽石头台阶
Botania:biomeStoneA5Slab,665,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沙漠石头台阶
Botania:biomeStoneA5SlabFull,666,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沙漠石头台阶
Botania:biomeStoneA6Slab,667,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质雪原石头台阶
Botania:biomeStoneA6SlabFull,668,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高原石头台阶
Botania:biomeStoneA7Slab,669,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高原石头台阶
Botania:biomeStoneA7SlabFull,670,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高原石头台阶
Botania:biomeStoneA8Slab,671,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质森林圆石台阶
Botania:biomeStoneA8SlabFull,672,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质森林圆石台阶
Botania:biomeStoneA9Slab,673,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质平原圆石台阶
Botania:biomeStoneA9SlabFull,674,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质平原圆石台阶
Botania:biomeStoneA10Slab,675,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高山圆石台阶
Botania:biomeStoneA10SlabFull,676,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高山圆石台阶
Botania:biomeStoneA11Slab,677,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质菌丝圆石台阶
Botania:biomeStoneA11SlabFull,678,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质菌丝圆石台阶
Botania:biomeStoneA12Slab,679,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沼泽圆石台阶
Botania:biomeStoneA12SlabFull,680,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沼泽圆石台阶
Botania:biomeStoneA13Slab,681,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沙漠圆石台阶
Botania:biomeStoneA13SlabFull,682,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沙漠圆石台阶
Botania:biomeStoneA14Slab,683,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质雪原圆石台阶
Botania:biomeStoneA14SlabFull,684,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质雪原圆石台阶
Botania:biomeStoneA15Slab,685,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高原圆石台阶
Botania:biomeStoneA15SlabFull,686,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高原圆石台阶
Botania:biomeStoneB0Slab,687,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质森林石砖台阶
Botania:biomeStoneB0SlabFull,688,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质森林石砖台阶
Botania:biomeStoneB1Slab,689,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质平原石砖台阶
Botania:biomeStoneB1SlabFull,690,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质平原石砖台阶
Botania:biomeStoneB2Slab,691,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高山石砖台阶
Botania:biomeStoneB2SlabFull,692,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高山石砖台阶
Botania:biomeStoneB3Slab,693,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质菌丝石砖台阶
Botania:biomeStoneB3SlabFull,694,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质菌丝石砖台阶
Botania:biomeStoneB4Slab,695,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沼泽石砖台阶
Botania:biomeStoneB4SlabFull,696,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沼泽石砖台阶
Botania:biomeStoneB5Slab,697,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沙漠石砖台阶
Botania:biomeStoneB5SlabFull,698,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质沙漠石砖台阶
Botania:biomeStoneB6Slab,699,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质雪原石砖台阶
Botania:biomeStoneB6SlabFull,700,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质雪原石砖台阶
Botania:biomeStoneB7Slab,701,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高原石砖台阶
Botania:biomeStoneB7SlabFull,702,true,Botania,vazkii.botania.common.block.decor.slabs.BlockBiomeStoneSlab,变质高原石砖台阶
Botania:stone0Slab,703,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,安山岩台阶
Botania:stone0SlabFull,704,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,安山岩台阶
Botania:stone1Slab,705,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,玄武岩台阶
Botania:stone1SlabFull,706,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,玄武岩台阶
Botania:stone2Slab,707,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,闪长岩台阶
Botania:stone2SlabFull,708,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,闪长岩台阶
Botania:stone3Slab,709,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,花岗岩台阶
Botania:stone3SlabFull,710,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,花岗岩台阶
Botania:stone8Slab,711,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,安山岩砖台阶
Botania:stone8SlabFull,712,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,安山岩砖台阶
Botania:stone9Slab,713,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,玄武岩砖台阶
Botania:stone9SlabFull,714,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,玄武岩砖台阶
Botania:stone10Slab,715,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,闪长岩砖台阶
Botania:stone10SlabFull,716,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,闪长岩砖台阶
Botania:stone11Slab,717,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,花岗岩砖台阶
Botania:stone11SlabFull,718,true,Botania,vazkii.botania.common.block.decor.slabs.Block18StoneSlab,花岗岩砖台阶
Botania:pavement0Slab,719,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,白色葡萄牙台阶
Botania:pavement0SlabFull,720,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,白色葡萄牙台阶
Botania:pavement1Slab,721,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,黑色葡萄牙台阶
Botania:pavement1SlabFull,722,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,黑色葡萄牙台阶
Botania:pavement2Slab,723,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,蓝色葡萄牙台阶
Botania:pavement2SlabFull,724,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,蓝色葡萄牙台阶
Botania:pavement3Slab,725,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,红色葡萄牙台阶
Botania:pavement3SlabFull,726,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,红色葡萄牙台阶
Botania:pavement4Slab,727,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,黄色葡萄牙台阶
Botania:pavement4SlabFull,728,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,黄色葡萄牙台阶
Botania:pavement5Slab,729,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,绿色葡萄牙台阶
Botania:pavement5SlabFull,730,true,Botania,vazkii.botania.common.block.decor.slabs.BlockPavementSlab,绿色葡萄牙台阶
Botania:flower_structurelib,731,true,Botania,vazkii.botania.common.block.tile.TileEnchanter.StructureLibFlower,任意植物魔法的花
Avaritia:Double_Craft,732,true,Avaritia,fox.spiteful.avaritia.blocks.BlockDoubleCraft,压缩工作台
Avaritia:Triple_Craft,733,true,Avaritia,fox.spiteful.avaritia.blocks.BlockTripleCraft,二重压缩工作台
Avaritia:Dire_Crafting,734,true,Avaritia,fox.spiteful.avaritia.blocks.BlockDireCrafting,终极工作台
Avaritia:Crystal_Matrix,735,true,Avaritia,fox.spiteful.avaritia.blocks.BlockCrystalMatrix,水晶矩阵
Avaritia:Resource_Block,736,true,Avaritia,fox.spiteful.avaritia.blocks.BlockResource,宇宙中子态素块
Avaritia:Neutron_Collector,737,true,Avaritia,fox.spiteful.avaritia.blocks.BlockNeutronCollector,中子态素收集器
Avaritia:Neutronium_Compressor,738,true,Avaritia,fox.spiteful.avaritia.blocks.BlockCompressor,中子态素压缩机
Avaritia:cluster_opener,739,true,Avaritia,fox.spiteful.avaritia.blocks.BlockMatterClusterOpener,物质团解压器
avaritiaddons:CompressedChest,740,true,avaritiaddons,wanion.avaritiaddons.block.chest.compressed.BlockCompressedChest,压缩箱子
avaritiaddons:InfinityChest,741,true,avaritiaddons,wanion.avaritiaddons.block.chest.infinity.BlockInfinityChest,无尽箱子
avaritiaddons:ExtremeAutoCrafter,742,true,avaritiaddons,wanion.avaritiaddons.block.extremeautocrafter.BlockExtremeAutoCrafter,梦魇工作台
BiblioCraft:tile.BiblioFramedChest,743,true,BiblioCraft,jds.bibliocraft.blocks.BlockFramedChest,镶框箱子
BiblioCraft:BiblioPaneler,744,true,BiblioCraft,jds.bibliocraft.blocks.BlockFurniturePaneler,橡木家具板材机
BiblioCraft:BiblioClipboard,745,true,BiblioCraft,jds.bibliocraft.blocks.BlockClipboard,写字板
BiblioCraft:BiblioTypewriter,746,true,BiblioCraft,jds.bibliocraft.blocks.BlockTypewriter,白色打字机
BiblioCraft:BiblioClock,747,true,BiblioCraft,jds.bibliocraft.blocks.BlockClock,橡木时钟
BiblioCraft:BiblioFlatPainting,748,true,BiblioCraft,jds.bibliocraft.blocks.BlockPaintingFrameFlat,橡木画框
BiblioCraft:BiblioSimplePainting,749,true,BiblioCraft,jds.bibliocraft.blocks.BlockPaintingFrameSimple,橡木画框
BiblioCraft:BiblioMiddlePainting,750,true,BiblioCraft,jds.bibliocraft.blocks.BlockPaintingFrameMiddle,橡木画框
BiblioCraft:BiblioFancyPainting,751,true,BiblioCraft,jds.bibliocraft.blocks.BlockPaintingFrameFancy,橡木画框
BiblioCraft:BiblioBorderlessPainting,752,true,BiblioCraft,jds.bibliocraft.blocks.BlockPaintingFrameBorderless,橡木画框
BiblioCraft:BiblioPaintPress,753,true,BiblioCraft,jds.bibliocraft.blocks.BlockPaintPress,压印机
BiblioCraft:BiblioSwordPedestal,754,true,BiblioCraft,jds.bibliocraft.blocks.BlockSwordPedestal,剑座
BiblioCraft:BiblioFancySign,755,true,BiblioCraft,jds.bibliocraft.blocks.BlockFancySign,橡木精致木牌
BiblioCraft:BiblioWorkbench,756,true,BiblioCraft,jds.bibliocraft.blocks.BlockFancyWorkbench,橡木精致工作台
BiblioCraft:BiblioBell,757,true,BiblioCraft,jds.bibliocraft.blocks.BlockBell,按铃
BiblioCraft:Bibliotheca,758,true,BiblioCraft,jds.bibliocraft.blocks.BlockBookcase,橡木书架
BiblioCraft:BookcaseFilled,759,true,BiblioCraft,jds.bibliocraft.blocks.BlockBookcaseCreative,橡木书架
BiblioCraft:BiblioPotionShelf,760,true,BiblioCraft,jds.bibliocraft.blocks.BlockPotionShelf,橡木药水架
BiblioCraft:BiblioShelf,761,true,BiblioCraft,jds.bibliocraft.blocks.BlockGenericShelf,橡木架子
BiblioCraft:BiblioRack,762,true,BiblioCraft,jds.bibliocraft.blocks.BlockWeaponRack,橡木工具架
BiblioCraft:BiblioCase,763,true,BiblioCraft,jds.bibliocraft.blocks.BlockWeaponCase,橡木展示盒
BiblioCraft:BiblioLabel,764,true,BiblioCraft,jds.bibliocraft.blocks.BlockLabel,橡木标签
BiblioCraft:BiblioDesk,765,true,BiblioCraft,jds.bibliocraft.blocks.BlockWritingDesk,橡木书桌
BiblioCraft:BiblioTable,766,true,BiblioCraft,jds.bibliocraft.blocks.BlockTable,橡木桌子
BiblioCraft:Armor Stand,767,true,BiblioCraft,jds.bibliocraft.blocks.BlockArmorStand,衣架
BiblioCraft:Typesetting Machine,768,true,BiblioCraft,jds.bibliocraft.blocks.BlockTypeMachine,排版台
BiblioCraft:Printing Press,769,true,BiblioCraft,jds.bibliocraft.blocks.BlockPrintPress,拓印机
BiblioCraft:BiblioLantern,770,true,BiblioCraft,jds.bibliocraft.blocks.BlockLantern,精致灯笼
BiblioCraft:BiblioIronLantern,771,true,BiblioCraft,jds.bibliocraft.blocks.BlockIronLantern,精致灯笼
BiblioCraft:BiblioLamp,772,true,BiblioCraft,jds.bibliocraft.blocks.BlockLamp,精致灯具
BiblioCraft:BiblioIronLamp,773,true,BiblioCraft,jds.bibliocraft.blocks.BlockIronLamp,精致灯具
BiblioCraft:BiblioStuffs,774,true,BiblioCraft,jds.bibliocraft.blocks.BlockStuff,曲奇罐
BiblioCraft:BiblioMapFrames,775,true,BiblioCraft,jds.bibliocraft.blocks.BlockMapFrame,橡木地图框架
BiblioCraft:BiblioSeats,776,true,BiblioCraft,jds.bibliocraft.blocks.BlockSeat,橡木椅
ThermalFoundation:Ore,777,true,ThermalFoundation,cofh.thermalfoundation.block.BlockOre,铜矿石
ThermalFoundation:Storage,778,true,ThermalFoundation,cofh.thermalfoundation.block.BlockStorage,铜块
ThermalFoundation:FluidRedstone,779,true,ThermalFoundation,cofh.thermalfoundation.fluid.BlockFluidRedstone,熔融红石
ThermalFoundation:FluidGlowstone,780,true,ThermalFoundation,cofh.thermalfoundation.fluid.BlockFluidGlowstone,充能液态荧石
ThermalFoundation:FluidEnder,781,true,ThermalFoundation,cofh.thermalfoundation.fluid.BlockFluidEnder,谐振熔融末影珍珠
ThermalFoundation:FluidPyrotheum,782,true,ThermalFoundation,cofh.thermalfoundation.fluid.BlockFluidPyrotheum,烈焰之炽焱
ThermalFoundation:FluidCryotheum,783,true,ThermalFoundation,cofh.thermalfoundation.fluid.BlockFluidCryotheum,极寒之凛冰
ThermalFoundation:FluidAerotheum,784,true,ThermalFoundation,cofh.thermalfoundation.fluid.BlockFluidAerotheum,和谐之空气
ThermalFoundation:FluidPetrotheum,785,true,ThermalFoundation,cofh.thermalfoundation.fluid.BlockFluidPetrotheum,构造之地岩
ThermalFoundation:FluidMana,786,true,ThermalFoundation,cofh.thermalfoundation.fluid.BlockFluidMana,元始魔力
ThermalFoundation:FluidSteam,787,true,ThermalFoundation,cofh.thermalfoundation.fluid.BlockFluidSteam,蒸汽
ThermalFoundation:FluidCoal,788,true,ThermalFoundation,cofh.thermalfoundation.fluid.BlockFluidCoal,液态煤炭
BigReactors:YelloriteOre,789,true,BigReactors,erogenousbeef.bigreactors.common.block.BlockBROre,黄铀矿石
BigReactors:BRMetalBlock,790,true,BigReactors,erogenousbeef.bigreactors.common.block.BlockBRMetal,黄铀块
BigReactors:YelloriumFuelRod,791,true,BigReactors,erogenousbeef.bigreactors.common.multiblock.block.BlockFuelRod,黄铀燃料棒
BigReactors:BRReactorPart,792,true,BigReactors,erogenousbeef.bigreactors.common.multiblock.block.BlockReactorPart,反应堆外壳
BigReactors:BRMultiblockGlass,793,true,BigReactors,erogenousbeef.bigreactors.common.multiblock.block.BlockMultiblockGlass,反应堆玻璃
BigReactors:BRReactorRedstonePort,794,true,BigReactors,erogenousbeef.bigreactors.common.multiblock.block.BlockReactorRedstonePort,反应堆红石端口
BigReactors:BRTurbinePart,795,true,BigReactors,erogenousbeef.bigreactors.common.multiblock.block.BlockTurbinePart,涡轮机外壳
BigReactors:BRTurbineRotorPart,796,true,BigReactors,erogenousbeef.bigreactors.common.multiblock.block.BlockTurbineRotorPart,涡轮机转轴
BigReactors:BRDevice,797,true,BigReactors,erogenousbeef.bigreactors.common.block.BlockBRDevice,蓝晶再加工机
BigReactors:tile.fluid.yellorium.still,798,true,BigReactors,erogenousbeef.bigreactors.common.block.BlockBRGenericFluid,液态黄铀
BigReactors:tile.fluid.cyanite.still,799,true,BigReactors,erogenousbeef.bigreactors.common.block.BlockBRGenericFluid,液态蓝晶
BigReactors:BRMultiblockCreativePart,800,true,BigReactors,erogenousbeef.bigreactors.common.multiblock.block.BlockMBCreativePart,创造模式冷却端口
structurelib:blockhint,801,true,structurelib,com.gtnewhorizon.structurelib.block.BlockHint,提示方块[1]
ForgeMultipart:block,802,false,null,codechicken.multipart.BlockMultipart,null
chisel:aluminumblock,803,true,chisel,team.chisel.block.BlockBeaconBase,铝块
chisel:aluminum_stairs.0,804,true,chisel,team.chisel.block.BlockCarvableStairs,铝制楼梯
chisel:aluminum_stairs.1,805,true,chisel,team.chisel.block.BlockCarvableStairs,铝制楼梯
chisel:aluminum_stairs.2,806,true,chisel,team.chisel.block.BlockCarvableStairs,铝制楼梯
chisel:andesite,807,true,chisel,team.chisel.block.BlockCarvable,安山岩
chisel:antiBlock,808,true,chisel,team.chisel.block.BlockCarvableGlowie,纯色方块
chisel:autoChisel,809,true,chisel,team.chisel.block.BlockAutoChisel,自动雕刻机
chisel:beacon,810,true,chisel,team.chisel.block.BlockCarvableBeacon,信标
chisel:bookshelf,811,true,chisel,team.chisel.block.BlockCarvableBookshelf,书架
chisel:brickCustom2,812,true,chisel,team.chisel.block.BlockCarvable,砖块
chisel:brickCustom,813,true,chisel,team.chisel.block.BlockCarvable,砖块
chisel:bronzeblock,814,true,chisel,team.chisel.block.BlockBeaconBase,青铜块
chisel:carpet_block,815,true,chisel,team.chisel.block.BlockCarvable,地毯
chisel:carpet,816,true,chisel,team.chisel.block.BlockCarvableCarpet,地毯
chisel:cloud,817,true,chisel,team.chisel.block.BlockCloud,云朵
chisel:cobblestone,818,true,chisel,team.chisel.block.BlockCarvable,圆石
chisel:mossy_cobblestone,819,true,chisel,team.chisel.block.BlockCarvable,苔石
chisel:concrete,820,true,chisel,team.chisel.block.BlockConcrete,混凝土
chisel:concrete_slab,821,true,chisel,team.chisel.block.BlockCarvableConcreteSlab,混凝土台阶
chisel:concrete_slab_top,822,true,chisel,team.chisel.block.BlockCarvableConcreteSlab,混凝土台阶
chisel:concrete_stairs.0,823,true,chisel,team.chisel.block.BlockCarvableConcreteStairs,混凝土楼梯
chisel:concrete_stairs.1,824,true,chisel,team.chisel.block.BlockCarvableConcreteStairs,混凝土楼梯
chisel:concrete_stairs.2,825,true,chisel,team.chisel.block.BlockCarvableConcreteStairs,混凝土楼梯
chisel:concrete_stairs.3,826,true,chisel,team.chisel.block.BlockCarvableConcreteStairs,混凝土楼梯
chisel:concrete_stairs.4,827,true,chisel,team.chisel.block.BlockCarvableConcreteStairs,混凝土楼梯
chisel:concrete_stairs.5,828,true,chisel,team.chisel.block.BlockCarvableConcreteStairs,混凝土楼梯
chisel:copperblock,829,true,chisel,team.chisel.block.BlockBeaconBase,铜块
chisel:cubit,830,true,chisel,team.chisel.block.BlockCarvable,立方休
chisel:diamond_block,831,true,chisel,team.chisel.block.BlockBeaconBase,钻石块
