Name,ID,Has Block,Mod,Class,Display Name
TConstruct:slime.leaves,1200,true,TConstruct,tconstruct.world.itemblocks.SlimeLeavesItemBlock,史莱姆树叶
TConstruct:slime.sapling,1201,true,TConstruct,tconstruct.world.itemblocks.SlimeSaplingItemBlock,史莱姆树苗
TConstruct:slime.channel,1202,true,TConstruct,net.minecraft.item.ItemBlock,史莱姆通道
TConstruct:blood.channel,1203,true,TConstruct,net.minecraft.item.ItemBlock,血通道
TConstruct:slime.pad,1204,true,TConstruct,net.minecraft.item.ItemBlock,弹跳板
TConstruct:decoration.stonetorch,1205,true,TConstruct,net.minecraft.item.ItemBlock,石柄火把
TConstruct:decoration.stoneladder,1206,true,TConstruct,net.minecraft.item.ItemBlock,石头梯子
TConstruct:decoration.multibrick,1207,true,TConstruct,tconstruct.tools.itemblocks.MultiBrickItem,黑曜石砖块
TConstruct:decoration.multibrickfancy,1208,true,TConstruct,tconstruct.tools.itemblocks.MultiBrickFancyItem,精致黑曜石砖块
TConstruct:decoration.multibrickmetal,1209,true,TConstruct,tconstruct.tools.itemblocks.MultiBrickMetalItem,耐酸铝砖块
TConstruct:ore.berries.one,1210,true,TConstruct,tconstruct.world.itemblocks.OreberryBushItem,铁矿莓丛
TConstruct:ore.berries.two,1211,true,TConstruct,tconstruct.world.itemblocks.OreberryBushSecondItem,铝矿莓丛
TConstruct:SearedBrick,1212,true,TConstruct,tconstruct.world.itemblocks.MetalOreItemBlock,地狱岩碎片
TConstruct:GravelOre,1213,true,TConstruct,tconstruct.world.itemblocks.GravelOreItem,铁矿沙砾
TConstruct:rail.wood,1214,true,TConstruct,net.minecraft.item.ItemBlock,木轨道
TConstruct:MetalBlock,1215,true,TConstruct,tconstruct.smeltery.itemblocks.MetalItemBlock,钴块
TConstruct:ToolStationBlock,1216,true,TConstruct,tconstruct.tools.itemblocks.ToolStationItemBlock,工具组装台
TConstruct:ToolForgeBlock,1217,true,TConstruct,tconstruct.common.itemblocks.MetadataItemBlock,工具装配台
TConstruct:CraftingStation,1218,true,TConstruct,net.minecraft.item.ItemBlock,合成站
TConstruct:CraftingSlab,1219,true,TConstruct,tconstruct.tools.itemblocks.CraftingSlabItemBlock,合成站
TConstruct:FurnaceSlab,1220,true,TConstruct,net.minecraft.item.ItemBlock,半砖熔炉
TConstruct:HeldItemBlock,1221,true,TConstruct,net.minecraft.item.ItemBlock,煎锅
TConstruct:BattleSignBlock,1222,true,TConstruct,net.minecraft.item.ItemBlock,tile.Battlesign.name
TConstruct:CraftedSoil,1223,true,TConstruct,tconstruct.world.itemblocks.CraftedSoilItemBlock,黏滑泥泞
TConstruct:fluid.molten.iron,1224,true,TConstruct,net.minecraft.item.ItemBlock,熔融铁
TConstruct:fluid.molten.gold,1225,true,TConstruct,net.minecraft.item.ItemBlock,熔融金
TConstruct:fluid.molten.copper,1226,true,TConstruct,net.minecraft.item.ItemBlock,熔融铜
TConstruct:fluid.molten.tin,1227,true,TConstruct,net.minecraft.item.ItemBlock,熔融锡
TConstruct:fluid.molten.aluminum,1228,true,TConstruct,net.minecraft.item.ItemBlock,熔融铝
TConstruct:fluid.molten.cobalt,1229,true,TConstruct,net.minecraft.item.ItemBlock,熔融钴
TConstruct:fluid.molten.ardite,1230,true,TConstruct,net.minecraft.item.ItemBlock,熔融阿迪特
TConstruct:fluid.molten.bronze,1231,true,TConstruct,net.minecraft.item.ItemBlock,熔融青铜
TConstruct:fluid.molten.alubrass,1232,true,TConstruct,net.minecraft.item.ItemBlock,熔融铝黄铜
TConstruct:fluid.molten.manyullyn,1233,true,TConstruct,net.minecraft.item.ItemBlock,熔融玛玉灵
TConstruct:fluid.molten.alumite,1234,true,TConstruct,net.minecraft.item.ItemBlock,熔融耐酸铝
TConstruct:fluid.molten.obsidian,1235,true,TConstruct,net.minecraft.item.ItemBlock,熔融黑曜石
TConstruct:fluid.molten.steel,1236,true,TConstruct,net.minecraft.item.ItemBlock,熔融钢
TConstruct:fluid.molten.glass,1237,true,TConstruct,net.minecraft.item.ItemBlock,熔融玻璃
TConstruct:molten.stone,1238,true,TConstruct,net.minecraft.item.ItemBlock,熔融石头
TConstruct:molten.emerald,1239,true,TConstruct,net.minecraft.item.ItemBlock,熔融绿宝石
TConstruct:molten.quartz,1240,true,TConstruct,net.minecraft.item.ItemBlock,熔融下界石英
TConstruct:fluid.molten.nickel,1241,true,TConstruct,net.minecraft.item.ItemBlock,熔融镍
TConstruct:fluid.molten.lead,1242,true,TConstruct,net.minecraft.item.ItemBlock,熔融铅
TConstruct:fluid.molten.silver,1243,true,TConstruct,net.minecraft.item.ItemBlock,熔融银
TConstruct:fluid.molten.shiny,1244,true,TConstruct,net.minecraft.item.ItemBlock,熔融铂金
TConstruct:fluid.molten.invar,1245,true,TConstruct,net.minecraft.item.ItemBlock,熔融殷钢
TConstruct:fluid.molten.electrum,1246,true,TConstruct,net.minecraft.item.ItemBlock,熔融琥珀金
TConstruct:fluid.ender,1247,true,TConstruct,net.minecraft.item.ItemBlock,熔融末影珍珠
TConstruct:fluid.molten.lumium,1248,true,TConstruct,net.minecraft.item.ItemBlock,熔融流明
TConstruct:fluid.molten.signalum,1249,true,TConstruct,net.minecraft.item.ItemBlock,熔融信素
TConstruct:fluid.molten.mithril,1250,true,TConstruct,net.minecraft.item.ItemBlock,熔融蕴魔金属
TConstruct:fluid.molten.enderium,1251,true,TConstruct,net.minecraft.item.ItemBlock,熔融末影
TConstruct:liquid.blood,1252,true,TConstruct,net.minecraft.item.ItemBlock,血
TConstruct:liquid.glue,1253,true,TConstruct,net.minecraft.item.ItemBlock,凝胶
TConstruct:fluid.molten.pigiron,1254,true,TConstruct,net.minecraft.item.ItemBlock,熔融生铁
TConstruct:SearedSlab,1255,true,TConstruct,tconstruct.smeltery.itemblocks.SearedSlabItem,焦黑砖块台阶
TConstruct:SpeedSlab,1256,true,TConstruct,tconstruct.smeltery.itemblocks.SpeedSlabItem,粗质褐岩台阶
TConstruct:GlueBlock,1257,true,TConstruct,net.minecraft.item.ItemBlock,凝胶方块
TConstruct:Smeltery,1258,true,TConstruct,tconstruct.smeltery.itemblocks.SmelteryItemBlock,冶炼炉控制器
TConstruct:SmelteryNether,1259,true,TConstruct,tconstruct.smeltery.itemblocks.SmelteryItemBlock,冶炼炉控制器
TConstruct:LavaTank,1260,true,TConstruct,tconstruct.smeltery.itemblocks.LavaTankItemBlock,焦黑储罐
TConstruct:LavaTankNether,1261,true,TConstruct,tconstruct.smeltery.itemblocks.LavaTankItemBlock,焦黑储罐
TConstruct:SearedBlock,1262,true,TConstruct,tconstruct.smeltery.itemblocks.SearedTableItemBlock,浇铸台
TConstruct:SearedBlockNether,1263,true,TConstruct,tconstruct.smeltery.itemblocks.SearedTableItemBlock,浇铸台
TConstruct:CastingChannel,1264,true,TConstruct,tconstruct.smeltery.itemblocks.CastingChannelItem,浇注道
TConstruct:SpeedBlock,1265,true,TConstruct,tconstruct.smeltery.itemblocks.SpeedBlockItem,粗质褐岩
TConstruct:GlassBlock,1266,true,TConstruct,tconstruct.smeltery.itemblocks.GlassBlockItem,通透玻璃
TConstruct:GlassPane,1267,true,TConstruct,tconstruct.smeltery.itemblocks.GlassPaneItem,通透玻璃板
TConstruct:GlassBlock.StainedClear,1268,true,TConstruct,tconstruct.smeltery.itemblocks.StainedGlassClearItem,白色玻璃
TConstruct:GlassPaneClearStained,1269,true,TConstruct,tconstruct.smeltery.itemblocks.StainedGlassClearPaneItem,白色玻璃板
TConstruct:Redstone.Landmine,1270,true,TConstruct,tconstruct.mechworks.itemblocks.ItemBlockLandmine,地雷
TConstruct:Armor.DryingRack,1271,true,TConstruct,net.minecraft.item.ItemBlock,晾干架
DraconicEvolution:xRayBlock,1272,true,DraconicEvolution,net.minecraft.item.ItemBlock,透视方块
DraconicEvolution:weatherController,1273,true,DraconicEvolution,net.minecraft.item.ItemBlock,气象控制器
DraconicEvolution:sunDial,1274,true,DraconicEvolution,net.minecraft.item.ItemBlock,日晷
DraconicEvolution:draconiumOre,1275,true,DraconicEvolution,net.minecraft.item.ItemBlock,龙矿
DraconicEvolution:grinder,1276,true,DraconicEvolution,net.minecraft.item.ItemBlock,怪物粉碎机
DraconicEvolution:potentiometer,1277,true,DraconicEvolution,net.minecraft.item.ItemBlock,电位器
DraconicEvolution:rainSensor,1278,true,DraconicEvolution,net.minecraft.item.ItemBlock,雨水传感器
DraconicEvolution:particleGenerator,1279,true,DraconicEvolution,net.minecraft.item.ItemBlock,粒子发生器
DraconicEvolution:playerDetector,1280,true,DraconicEvolution,net.minecraft.item.ItemBlock,玩家探测器
DraconicEvolution:playerDetectorAdvanced,1281,true,DraconicEvolution,net.minecraft.item.ItemBlock,高级玩家探测器
DraconicEvolution:energyInfuser,1282,true,DraconicEvolution,net.minecraft.item.ItemBlock,能量注入器
DraconicEvolution:customSpawner,1283,true,DraconicEvolution,net.minecraft.item.ItemBlock,稳定刷怪笼
DraconicEvolution:generator,1284,true,DraconicEvolution,net.minecraft.item.ItemBlock,发电机
DraconicEvolution:energyStorageCore,1285,true,DraconicEvolution,net.minecraft.item.ItemBlock,能量核心
DraconicEvolution:earth,1286,true,DraconicEvolution,net.minecraft.item.ItemBlock,地
DraconicEvolution:draconium,1287,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.itemblocks.DraconiumItemBlock,龙块
DraconicEvolution:invisibleMultiblock,1288,true,DraconicEvolution,net.minecraft.item.ItemBlock,能量核心（隐藏）
DraconicEvolution:energyPylon,1289,true,DraconicEvolution,net.minecraft.item.ItemBlock,能量塔
DraconicEvolution:placedItem,1290,true,DraconicEvolution,net.minecraft.item.ItemBlock,放置的物品
DraconicEvolution:safetyFlame,1291,true,DraconicEvolution,net.minecraft.item.ItemBlock,安全的火焰
DraconicEvolution:cKeyStone,1292,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.itemblocks.CKeyStoneItemBlock,创造锁
DraconicEvolution:dissEnchanter,1293,true,DraconicEvolution,net.minecraft.item.ItemBlock,祛魔台
DraconicEvolution:teleporterStand,1294,true,DraconicEvolution,net.minecraft.item.ItemBlock,错位宝石底座
DraconicEvolution:draconiumChest,1295,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.itemblocks.DraconiumChestItemBlock,龙箱
DraconicEvolution:draconicBlock,1296,true,DraconicEvolution,net.minecraft.item.ItemBlock,觉醒龙块
DraconicEvolution:energyCrystal,1297,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.itemblocks.EnergyCrystalItemBlock,能量中继器
DraconicEvolution:infusedObsidian,1298,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.InfusedObsidian.InfusedObsidianItemBlock,注入龙力的黑曜石
DraconicEvolution:dislocatorReceptacle,1299,true,DraconicEvolution,net.minecraft.item.ItemBlock,错位容器
DraconicEvolution:portal,1300,true,DraconicEvolution,net.minecraft.item.ItemBlock,门
DraconicEvolution:reactorCore,1301,true,DraconicEvolution,net.minecraft.item.ItemBlock,反应堆核心
DraconicEvolution:flowGate,1302,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.itemblocks.ItemBlockFrowGate,能量阀门
DraconicEvolution:reactorStabilizer,1303,true,DraconicEvolution,net.minecraft.item.ItemBlock,反应堆稳定器
DraconicEvolution:reactorEnergyInjector,1304,true,DraconicEvolution,net.minecraft.item.ItemBlock,反应堆能量喷射器
DraconicEvolution:chaosCrystal,1305,true,DraconicEvolution,net.minecraft.item.ItemBlock,混沌晶体
DraconicEvolution:upgradeModifier,1306,true,DraconicEvolution,net.minecraft.item.ItemBlock,升级调整器
DraconicEvolution:dislocatorInhibitor,1307,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.DislocatorInhibitor.DislocatorInhibitorItemBlock,错位宝石抑制器
DraconicEvolution:longRangeDislocator,1308,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.itemblocks.LRDItemBlock,长距离错位宝石
DraconicEvolution:chaosShardAtmos,1309,true,DraconicEvolution,net.minecraft.item.ItemBlock,混沌碎片
EnderIO:blockStirlingGenerator,1310,true,EnderIO,net.minecraft.item.ItemBlock,斯特林发电机
EnderIO:blockCombustionGenerator,1311,true,EnderIO,net.minecraft.item.ItemBlock,燃烧发电机
EnderIO:blockZombieGenerator,1312,true,EnderIO,net.minecraft.item.ItemBlock,僵尸发电机
EnderIO:blockFrankenzombieGenerator,1313,true,EnderIO,net.minecraft.item.ItemBlock,人造僵尸发电机
EnderIO:blockEnderGenerator,1314,true,EnderIO,net.minecraft.item.ItemBlock,末影人发电机
EnderIO:blockSolarPanel,1315,true,EnderIO,crazypants.enderio.machine.solar.BlockItemSolarPanel,光伏板
EnderIO:blockSagMill,1316,true,EnderIO,net.minecraft.item.ItemBlock,SAG磨粉机
EnderIO:blockAlloySmelter,1317,true,EnderIO,net.minecraft.item.ItemBlock,合金炉
EnderIO:blockCapBank,1318,true,EnderIO,crazypants.enderio.machine.capbank.BlockItemCapBank,创造模式电容库
EnderIO:blockPainter,1319,true,EnderIO,net.minecraft.item.ItemBlock,喷涂机
EnderIO:blockPaintedFence,1320,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedFence,喷涂栅栏
EnderIO:blockPaintedFenceGate,1321,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedFenceGate,喷涂门
EnderIO:blockPaintedWall,1322,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedWall,喷涂墙
EnderIO:blockPaintedStair,1323,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedStair,喷涂楼梯
EnderIO:blockPaintedSlab,1324,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedSlab,喷涂台阶
EnderIO:blockPaintedDoubleSlab,1325,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedSlab,喷涂台阶
EnderIO:blockCrafter,1326,true,EnderIO,net.minecraft.item.ItemBlock,装配器
EnderIO:blockPaintedGlowstone,1327,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedGlowstone,喷涂荧石
EnderIO:blockPaintedCarpet,1328,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedCarpet,喷涂地毯
EnderIO:blockVat,1329,true,EnderIO,net.minecraft.item.ItemBlock,酿液桶
EnderIO:blockPowerMonitor,1330,true,EnderIO,net.minecraft.item.ItemBlock,能量监控器
EnderIO:blockFarmStation,1331,true,EnderIO,net.minecraft.item.ItemBlock,种植站
EnderIO:blockWirelessCharger,1332,true,EnderIO,net.minecraft.item.ItemBlock,无线充能器
EnderIO:blockHyperCube,1333,true,EnderIO,net.minecraft.item.ItemBlock,空间传送器（弃用）
EnderIO:blockTank,1334,true,EnderIO,crazypants.enderio.machine.tank.BlockItemTank,流体箱
EnderIO:blockReservoir,1335,true,EnderIO,net.minecraft.item.ItemBlock,蓄水库
EnderIO:blockVacuumChest,1336,true,EnderIO,net.minecraft.item.ItemBlock,虚空箱子
EnderIO:blockTransceiver,1337,true,EnderIO,net.minecraft.item.ItemBlock,空间传送器
EnderIO:blockBuffer,1338,true,EnderIO,crazypants.enderio.machine.buffer.BlockItemBuffer,物品缓存器
EnderIO:blockInventoryPanel,1339,true,EnderIO,crazypants.enderio.machine.invpanel.BlockItemInventoryPanel,存储控制面板
EnderIO:blockEnderIo,1340,true,EnderIO,net.minecraft.item.ItemBlock,末影接口
EnderIO:blockTravelAnchor,1341,true,EnderIO,net.minecraft.item.ItemBlock,旅行锚
EnderIO:blockTelePad,1342,true,EnderIO,net.minecraft.item.ItemBlock,传送台
EnderIO:blockSliceAndSplice,1343,true,EnderIO,net.minecraft.item.ItemBlock,头颅装配机
EnderIO:blockSoulBinder,1344,true,EnderIO,net.minecraft.item.ItemBlock,灵魂绑定器
EnderIO:blockPoweredSpawner,1345,true,EnderIO,net.minecraft.item.ItemBlock,电动刷怪笼
EnderIO:blockKillerJoe,1346,true,EnderIO,net.minecraft.item.ItemBlock,杀手乔
EnderIO:blockAttractor,1347,true,EnderIO,net.minecraft.item.ItemBlock,生物诱引方尖碑
EnderIO:blockSpawnGuard,1348,true,EnderIO,net.minecraft.item.ItemBlock,生物排除方尖碑
EnderIO:blockExperienceObelisk,1349,true,EnderIO,net.minecraft.item.ItemBlock,经验交换方尖碑
EnderIO:blockWeatherObelisk,1350,true,EnderIO,net.minecraft.item.ItemBlock,气象方尖碑
EnderIO:blockInhibitorObelisk,1351,true,EnderIO,net.minecraft.item.ItemBlock,tile.blockInhibitorObelisk.name
EnderIO:blockEnchanter,1352,true,EnderIO,net.minecraft.item.ItemBlock,附魔器
EnderIO:blockDarkSteelPressurePlate,1353,true,EnderIO,crazypants.enderio.block.BlockItemDarkSteelPressurePlate,玄钢压力板
EnderIO:blockDarkSteelAnvil,1354,true,EnderIO,net.minecraft.item.ItemAnvilBlock,玄钢砧
EnderIO:blockDarkSteelLadder,1355,true,EnderIO,net.minecraft.item.ItemBlock,玄钢梯子
EnderIO:blockElectricLight,1356,true,EnderIO,crazypants.enderio.machine.light.BlockItemElectricLight,电灯
EnderIO:blockLightNode,1357,true,EnderIO,net.minecraft.item.ItemBlock,明亮节点
EnderIO:blockReinforcedObsidian,1358,true,EnderIO,net.minecraft.item.ItemBlock,强化黑曜石
EnderIO:blockFusedQuartz,1359,true,EnderIO,crazypants.enderio.material.ItemFusedQuartz,石英玻璃
EnderIO:blockEnderRail,1360,true,EnderIO,net.minecraft.item.ItemBlock,末影轨道
EnderIO:blockConduitBundle,1361,true,EnderIO,net.minecraft.item.ItemBlock,导管接口
EnderIO:blockConduitFacade,1362,true,EnderIO,net.minecraft.item.ItemBlock,导管框架
EnderIO:blockEndermanSkull,1363,true,EnderIO,crazypants.enderio.item.skull.ItemEndermanSkull,末影人头
EnderIO:blockNutrient_distillation,1364,true,EnderIO,net.minecraft.item.ItemBlock,营养精华液
EnderIO:blockHootch,1365,true,EnderIO,net.minecraft.item.ItemBlock,烈酒
EnderIO:blockRocket_fuel,1366,true,EnderIO,net.minecraft.item.ItemBlock,火箭燃料
EnderIO:blockFire_water,1367,true,EnderIO,net.minecraft.item.ItemBlock,火焰水
EnderIO:blockLiquid_sunshine,1368,true,EnderIO,net.minecraft.item.ItemBlock,液态阳光
EnderIO:blockCloud_seed,1369,true,EnderIO,net.minecraft.item.ItemBlock,云之精华
EnderIO:blockCloud_seed_concentrated,1370,true,EnderIO,net.minecraft.item.ItemBlock,浓缩云之精华
EnderIO:blockEnder_distillation,1371,true,EnderIO,net.minecraft.item.ItemBlock,深渊露水
EnderIO:blockVapor_of_levity,1372,true,EnderIO,net.minecraft.item.ItemBlock,轻盈之气
EnderIO:blockIngotStorage,1373,true,EnderIO,crazypants.enderio.material.BlockItemIngotStorage,磁钢块
EnderIO:blockIngotStorageEndergy,1374,true,EnderIO,crazypants.enderio.material.endergy.BlockItemIngotStorageEndergy,复合黏土块
EnderIO:blockDarkIronBars,1375,true,EnderIO,crazypants.enderio.material.BlockItemDarkIronBars,玄钢栅栏
EnderIO:blockSoulariumBars,1376,true,EnderIO,crazypants.enderio.material.BlockItemDarkIronBars,魂金栅栏
EnderIO:blockEndSteelBars,1377,true,EnderIO,crazypants.enderio.material.BlockItemDarkIronBars,末影钢栅栏
EnderIOAddons:blockBrine1,1378,true,EnderIOAddons,net.minecraft.item.ItemBlock,淡盐水
EnderIOAddons:blockBrine2,1379,true,EnderIOAddons,net.minecraft.item.ItemBlock,盐水
EnderIOAddons:blockBrine3,1380,true,EnderIOAddons,net.minecraft.item.ItemBlock,浓盐水
EnderIOAddons:blockBrine4,1381,true,EnderIOAddons,net.minecraft.item.ItemBlock,固态盐水
EnderIOAddons:blockMilk,1382,true,EnderIOAddons,net.minecraft.item.ItemBlock,牛奶
EnderIOAddons:blockDrain,1383,true,EnderIOAddons,loenwind.enderioaddons.machine.drain.BlockItemDrain,充能排液器
EnderIOAddons:blockDummy,1384,true,EnderIOAddons,net.minecraft.item.ItemBlock,tile.blockDummy.name
EnderIOAddons:blockCobbleworks,1385,true,EnderIOAddons,net.minecraft.item.ItemBlock,原石制造工厂
EnderIOAddons:blockWaterworks,1386,true,EnderIOAddons,net.minecraft.item.ItemBlock,水提取工厂
EnderIOAddons:blockIHopper,1387,true,EnderIOAddons,net.minecraft.item.ItemBlock,脉冲漏斗
EnderIOAddons:blockNiard,1388,true,EnderIOAddons,loenwind.enderioaddons.machine.niard.BlockItemNiard,液闸
EnderIOAddons:blockVoidTank,1389,true,EnderIOAddons,loenwind.enderioaddons.machine.voidtank.BlockItemVoidTank,传送门流体箱
EnderIOAddons:blockPMon,1390,true,EnderIOAddons,net.minecraft.item.ItemBlock,图形能量监控器
EnderIOAddons:blockTcom,1391,true,EnderIOAddons,net.minecraft.item.ItemBlock,战利品回收器
EnderIOAddons:blockFlag,1392,true,EnderIOAddons,loenwind.enderioaddons.machine.flag.ItemFlag,磁引旗帜
EnderIOAddons:blockMagCharger,1393,true,EnderIOAddons,net.minecraft.item.ItemBlock,磁化器
EnderIOAddons:blockChassis,1394,true,EnderIOAddons,loenwind.enderioaddons.machine.chassis.ItemChassis,机器底架装饰方块
EnderIOAddons:rlever10,1395,true,EnderIOAddons,net.minecraft.item.ItemBlock,自我重置拉杆(10秒)
EnderIOAddons:rlever30,1396,true,EnderIOAddons,net.minecraft.item.ItemBlock,自我重置拉杆(30秒)
EnderIOAddons:rlever60,1397,true,EnderIOAddons,net.minecraft.item.ItemBlock,自我重置拉杆(1分钟)
EnderIOAddons:rlever300,1398,true,EnderIOAddons,net.minecraft.item.ItemBlock,自我重置拉杆(5分钟)
EnderTech:endertech.enderTankPart,1399,true,EnderTech,io.endertech.multiblock.item.ItemBlockTankPart,末影水槽框架
EnderTech:endertech.multiblockGlass,1400,true,EnderTech,io.endertech.block.ItemBlockBasic,末影水槽视窗
EnderTech:endertech.enderTankController,1401,true,EnderTech,io.endertech.block.ItemBlockBasic,末影水槽控制器
EnderTech:chargePad,1402,true,EnderTech,io.endertech.item.ItemBlockChargePad,创造充能平台
EnderTech:healthPad,1403,true,EnderTech,io.endertech.item.ItemBlockHealthPad,创造恢复平台
EnderZoo:blockConfusingCharge,1404,true,EnderZoo,net.minecraft.item.ItemBlock,混乱炸药
EnderZoo:blockEnderCharge,1405,true,EnderZoo,net.minecraft.item.ItemBlock,末影炸药
EnderZoo:blockConcussionCharge,1406,true,EnderZoo,net.minecraft.item.ItemBlock,震荡炸药
exnihilo:barrel,1407,true,exnihilo,exnihilo.blocks.itemBlocks.ItemBlockBarrel,橡木桶
exnihilo:barrel_stone,1408,true,exnihilo,exnihilo.blocks.itemBlocks.ItemBlockBarrelStone,石桶
exnihilo:crucible,1409,true,exnihilo,exnihilo.blocks.itemBlocks.ItemBlockCrucible,坩埚
exnihilo:crucible_unfired,1410,true,exnihilo,exnihilo.blocks.itemBlocks.ItemBlockCrucibleUnfired,未烧制的坩埚
exnihilo:dust,1411,true,exnihilo,net.minecraft.item.ItemBlock,尘土
exnihilo:infested_leaves,1412,true,exnihilo,exnihilo.blocks.itemBlocks.ItemBlockLeavesInfested,寄生树叶
exnihilo:sifting_table,1413,true,exnihilo,exnihilo.blocks.itemBlocks.ItemBlockSieve,橡木筛子
exnihilo:bee_trap,1414,true,exnihilo,net.minecraft.item.ItemBlock,人造蜂窝
exnihilo:bee_trap_treated,1415,true,exnihilo,net.minecraft.item.ItemBlock,人造芳香蜂窝
exnihilo:exnihilo.gravel_nether,1416,true,exnihilo,net.minecraft.item.ItemBlock,粉碎地狱岩
exnihilo:exnihilo.gravel_ender,1417,true,exnihilo,net.minecraft.item.ItemBlock,粉碎末地石
exnihilo:witchwater,1418,true,exnihilo,net.minecraft.item.ItemBlock,巫水
extracells:certustank,1419,true,extracells,extracells.item.ItemBlockCertusTank,赛特斯石英水槽
extracells:walrus,1420,true,extracells,net.minecraft.item.ItemBlock,海象
extracells:fluidcrafter,1421,true,extracells,net.minecraft.item.ItemBlock,ME流体装配室
extracells:ecbaseblock,1422,true,extracells,extracells.item.ItemBlockECBase,ME流体接口
extracells:hardmedrive,1423,true,extracells,net.minecraft.item.ItemBlock,防爆ME驱动器[WIP]
extracells:vibrantchamberfluid,1424,true,extracells,net.minecraft.item.ItemBlock,流体谐振仓
extracells:craftingstorage,1425,true,extracells,extracells.item.ItemCraftingStorage,256k合成存储器
harvestcraft:cuttingboard,1426,true,harvestcraft,net.minecraft.item.ItemBlock,砧板
harvestcraft:pot,1427,true,harvestcraft,net.minecraft.item.ItemBlock,锅
harvestcraft:beehive,1428,true,harvestcraft,net.minecraft.item.ItemBlock,蜂巢
harvestcraft:apiary,1429,true,harvestcraft,net.minecraft.item.ItemBlock,蜂箱
harvestcraft:presser,1430,true,harvestcraft,net.minecraft.item.ItemBlock,压榨机
harvestcraft:sink,1431,true,harvestcraft,com.pam.harvestcraft.ItemPamSink,提水筒
harvestcraft:market,1432,true,harvestcraft,net.minecraft.item.ItemBlock,集市交易方块
harvestcraft:oven,1433,true,harvestcraft,net.minecraft.item.ItemBlock,烤箱
harvestcraft:ovenon,1434,true,harvestcraft,net.minecraft.item.ItemBlock,烤箱
harvestcraft:churn,1435,true,harvestcraft,net.minecraft.item.ItemBlock,搅拌机
harvestcraft:churnon,1436,true,harvestcraft,net.minecraft.item.ItemBlock,搅拌机
harvestcraft:quern,1437,true,harvestcraft,net.minecraft.item.ItemBlock,石磨
harvestcraft:quernon,1438,true,harvestcraft,net.minecraft.item.ItemBlock,石磨
harvestcraft:fishtrap,1439,true,harvestcraft,net.minecraft.item.ItemBlock,渔栅
harvestcraft:animaltrap,1440,true,harvestcraft,net.minecraft.item.ItemBlock,捕兽笼
harvestcraft:salt,1441,true,harvestcraft,net.minecraft.item.ItemBlock,盐矿
harvestcraft:spamcompressedsaltBlockalt,1442,true,harvestcraft,net.minecraft.item.ItemBlock,压缩盐块
harvestcraft:berrygarden,1443,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,草莓果园
harvestcraft:desertgarden,1444,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,沙漠菜园
harvestcraft:grassgarden,1445,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,草地菜园
harvestcraft:gourdgarden,1446,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,葫芦菜园
harvestcraft:groundgarden,1447,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,陆地菜园
harvestcraft:herbgarden,1448,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,草本菜园
harvestcraft:leafygarden,1449,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,多叶菜园
harvestcraft:mushroomgarden,1450,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,蘑菇菜园
harvestcraft:stalkgarden,1451,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,植茎菜园
harvestcraft:textilegarden,1452,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,纺织菜园
harvestcraft:tropicalgarden,1453,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,热带菜园
harvestcraft:watergarden,1454,true,harvestcraft,com.pam.harvestcraft.ItemPamGarden,海域菜园
harvestcraft:pamappleSapling,1455,true,harvestcraft,net.minecraft.item.ItemBlock,苹果树苗
harvestcraft:pamalmondSapling,1456,true,harvestcraft,net.minecraft.item.ItemBlock,扁桃树苗
harvestcraft:pamapricotSapling,1457,true,harvestcraft,net.minecraft.item.ItemBlock,杏树树苗
harvestcraft:pamavocadoSapling,1458,true,harvestcraft,net.minecraft.item.ItemBlock,鳄梨树苗
harvestcraft:pambananaSapling,1459,true,harvestcraft,net.minecraft.item.ItemBlock,香蕉树苗
harvestcraft:pamcashewSapling,1460,true,harvestcraft,net.minecraft.item.ItemBlock,腰果树苗
